cve_ent,nom_ent,nom_abr,cve_mun,nom_mun,cve_cab,nom_cab,Pob_total,Total de viviendas habitadas,Pob_masculina,Pob_femenina
"14","Jalisco","Jal.","013","Atotonilco el Alto","0001","Atotonilco el Alto","64009","17409","31571","32438"
"14","Jalisco","Jal.","014","Atoyac","0001","Atoyac","8689","2537","4214","4475"
"14","Jalisco","Jal.","015","Autlán de Navarro","0001","Autlán de Navarro","64931","18903","31886","33045"
"14","Jalisco","Jal.","016","Ayotlán","0001","Ayotlán","41552","10744","20364","21188"
"14","Jalisco","Jal.","017","Ayutla","0001","Ayutla","12880","3544","6414","6466"
"14","Jalisco","Jal.","018","La Barca","0001","La Barca","67937","17725","32851","35086"
"14","Jalisco","Jal.","019","Bolaños","0001","Bolaños","7043","1621","3502","3541"
"14","Jalisco","Jal.","020","Cabo Corrientes","0001","El Tuito","10940","3182","5644","5296"
"14","Jalisco","Jal.","021","Casimiro Castillo","0001","La Resolana","20548","6242","10194","10354"
"14","Jalisco","Jal.","022","Cihuatlán","0001","Cihuatlán","40139","11536","19979","20160"
"14","Jalisco","Jal.","023","Zapotlán el Grande","0001","Ciudad Guzmán","115141","31499","56188","58953"
"14","Jalisco","Jal.","024","Cocula","0001","Cocula","29267","8134","14395","14872"
"14","Jalisco","Jal.","025","Colotlán","0001","Colotlán","19689","5725","9482","10207"
"14","Jalisco","Jal.","026","Concepción de Buenos Aires","0001","Concepción de Buenos Aires","6334","1848","3198","3136"
"14","Jalisco","Jal.","027","Cuautitlán de García Barragán","0001","Cuautitlán de García Barragán","18370","4961","9347","9023"
"14","Jalisco","Jal.","028","Cuautla","0001","Cuautla","2166","679","1057","1109"
"14","Jalisco","Jal.","029","Cuquío","0001","Cuquío","17820","4927","8655","9165"
"14","Jalisco","Jal.","030","Chapala","0001","Chapala","55196","16359","26815","28381"
"14","Jalisco","Jal.","031","Chimaltitán","0001","Chimaltitán","3270","892","1624","1646"
"14","Jalisco","Jal.","032","Chiquilistlán","0001","Chiquilistlán","5983","1468","2975","3008"
"14","Jalisco","Jal.","033","Degollado","0001","Degollado","21226","5938","10263","10963"
"14","Jalisco","Jal.","034","Ejutla","0001","Ejutla","1981","661","1007","974"
"14","Jalisco","Jal.","035","Encarnación de Díaz","0001","Encarnación de Díaz","53039","14392","25567","27472"
"14","Jalisco","Jal.","036","Etzatlán","0001","Etzatlán","20011","5383","9784","10227"
"14","Jalisco","Jal.","037","El Grullo","0001","El Grullo","25920","7462","12626","13294"
"14","Jalisco","Jal.","038","Guachinango","0001","Guachinango","4199","1272","2154","2045"
"14","Jalisco","Jal.","039","Guadalajara","0001","Guadalajara","1385629","398966","666997","718632"
"14","Jalisco","Jal.","040","Hostotipaquillo","0001","Hostotipaquillo","8732","2306","4368","4364"
"14","Jalisco","Jal.","041","Huejúcar","0001","Huejúcar","5920","1780","2907","3013"
"14","Jalisco","Jal.","042","Huejuquilla el Alto","0001","Huejuquilla el Alto","10015","2693","4838","5177"
"14","Jalisco","Jal.","043","La Huerta","0001","La Huerta","23258","7004","11626","11632"
"14","Jalisco","Jal.","044","Ixtlahuacán de los Membrillos","0001","Ixtlahuacán de los Membrillos","67969","19724","33422","34547"
"14","Jalisco","Jal.","045","Ixtlahuacán del Río","0001","Ixtlahuacán del Río","20465","5759","9976","10489"
"14","Jalisco","Jal.","046","Jalostotitlán","0001","Jalostotitlán","32678","8938","16012","16666"
"14","Jalisco","Jal.","047","Jamay","0001","Jamay","24894","6241","12464","12430"
"14","Jalisco","Jal.","048","Jesús María","0001","Jesús María","18982","5423","8874","10108"
"14","Jalisco","Jal.","049","Jilotlán de los Dolores","0001","Jilotlán de los Dolores","9425","2552","5053","4372"
"14","Jalisco","Jal.","050","Jocotepec","0001","Jocotepec","47105","11072","23229","23876"
"14","Jalisco","Jal.","051","Juanacatlán","0001","Juanacatlán","30855","8703","15259","15596"
"14","Jalisco","Jal.","052","Juchitlán","0001","Juchitlán","5534","1604","2669","2865"
"14","Jalisco","Jal.","053","Lagos de Moreno","0001","Lagos de Moreno","172403","45047","83977","88426"
"14","Jalisco","Jal.","054","El Limón","0001","El Limón","5368","1791","2670","2698"
"14","Jalisco","Jal.","055","Magdalena","0001","Magdalena","21781","5859","10589","11192"
"14","Jalisco","Jal.","056","Santa María del Oro","0001","Santa María del Oro","1815","573","914","901"
"14","Jalisco","Jal.","057","La Manzanilla de la Paz","0001","La Manzanilla de la Paz","4099","1249","2002","2097"
"14","Jalisco","Jal.","058","Mascota","0001","Mascota","14451","4318","7039","7412"
"14","Jalisco","Jal.","059","Mazamitla","0001","Mazamitla","14043","3678","6760","7283"
"14","Jalisco","Jal.","060","Mexticacán","0001","Mexticacán","5307","1634","2447","2860"
"14","Jalisco","Jal.","061","Mezquitic","0001","Mezquitic","22083","4734","10615","11468"
"14","Jalisco","Jal.","062","Mixtlán","0001","Mixtlán","3638","1079","1817","1821"
"14","Jalisco","Jal.","063","Ocotlán","0001","Ocotlán","106050","29121","51775","54275"
"14","Jalisco","Jal.","064","Ojuelos de Jalisco","0001","Ojuelos de Jalisco","33588","8293","16258","17330"
"14","Jalisco","Jal.","065","Pihuamo","0001","Pihuamo","11386","3562","5674","5712"
"14","Jalisco","Jal.","066","Poncitlán","0001","Poncitlán","53659","12372","26380","27279"
"14","Jalisco","Jal.","067","Puerto Vallarta","0001","Puerto Vallarta","291839","86553","146187","145652"
"14","Jalisco","Jal.","068","Villa Purificación","0001","Villa Purificación","11303","3432","5695","5608"
"14","Jalisco","Jal.","069","Quitupan","0001","Quitupan","7734","2402","3677","4057"
"14","Jalisco","Jal.","070","El Salto","0001","El Salto","232852","59178","121690","111162"
"14","Jalisco","Jal.","071","San Cristóbal de la Barranca","0001","San Cristóbal de la Barranca","2924","817","1465","1459"
"14","Jalisco","Jal.","072","San Diego de Alejandría","0001","San Diego de Alejandría","7609","1981","3739","3870"
"14","Jalisco","Jal.","073","San Juan de los Lagos","0001","San Juan de los Lagos","72230","18657","35728","36502"
"14","Jalisco","Jal.","074","San Julián","0001","San Julián","16792","4787","8051","8741"
"14","Jalisco","Jal.","075","San Marcos","0001","San Marcos","3791","1030","1893","1898"
"14","Jalisco","Jal.","076","San Martín de Bolaños","0001","San Martín de Bolaños","3095","862","1510","1585"
"14","Jalisco","Jal.","077","San Martín Hidalgo","0001","San Martín Hidalgo","28102","8129","13801","14301"
"14","Jalisco","Jal.","078","San Miguel el Alto","0001","San Miguel el Alto","31965","8829","15549","16416"
"14","Jalisco","Jal.","079","Gómez Farías","0001","San Sebastián del Sur","16431","3940","8078","8353"
"14","Jalisco","Jal.","080","San Sebastián del Oeste","0001","San Sebastián del Oeste","5086","1578","2635","2451"
"14","Jalisco","Jal.","081","Santa María de los Ángeles","0001","Santa María de los Ángeles","3515","1081","1716","1799"
"14","Jalisco","Jal.","082","Sayula","0001","Sayula","37186","9463","17984","19202"
"14","Jalisco","Jal.","083","Tala","0001","Tala","87690","24943","43517","44173"
"14","Jalisco","Jal.","084","Talpa de Allende","0001","Talpa de Allende","14997","4396","7494","7503"
"14","Jalisco","Jal.","085","Tamazula de Gordiano","0001","Tamazula de Gordiano","38955","11559","19120","19835"
"14","Jalisco","Jal.","086","Tapalpa","0001","Tapalpa","21245","4839","10561","10684"
"14","Jalisco","Jal.","087","Tecalitlán","0001","Tecalitlán","16705","4885","8256","8449"
"14","Jalisco","Jal.","088","Tecolotlán","0001","Tecolotlán","16603","5001","8231","8372"
"14","Jalisco","Jal.","089","Techaluta de Montenegro","0001","Techaluta de Montenegro","4072","1096","2011","2061"
"14","Jalisco","Jal.","090","Tenamaxtlán","0001","Tenamaxtlán","7302","2261","3574","3728"
"14","Jalisco","Jal.","091","Teocaltiche","0001","Teocaltiche","39839","11047","19159","20680"
"14","Jalisco","Jal.","092","Teocuitatlán de Corona","0001","Teocuitatlán de Corona","11039","3280","5495","5544"
"14","Jalisco","Jal.","093","Tepatitlán de Morelos","0001","Tepatitlán de Morelos","150190","40899","73710","76480"
"14","Jalisco","Jal.","094","Tequila","0001","Tequila","44353","11150","21891","22462"
"14","Jalisco","Jal.","095","Teuchitlán","0001","Teuchitlán","9647","2712","4709","4938"
"14","Jalisco","Jal.","096","Tizapán el Alto","0001","Tizapán el Alto","22758","6317","11179","11579"
"14","Jalisco","Jal.","097","Tlajomulco de Zúñiga","0001","Tlajomulco de Zúñiga","727750","212350","360342","367408"
"14","Jalisco","Jal.","098","San Pedro Tlaquepaque","0001","Tlaquepaque","687127","185374","338844","348283"
"14","Jalisco","Jal.","099","Tolimán","0001","Tolimán","11219","2621","5565","5654"
"14","Jalisco","Jal.","100","Tomatlán","0001","Tomatlán","36316","10381","18444","17872"
"14","Jalisco","Jal.","101","Tonalá","0001","Tonalá","569913","150521","281695","288218"
"14","Jalisco","Jal.","102","Tonaya","0001","Tonaya","5961","1810","2898","3063"
"14","Jalisco","Jal.","103","Tonila","0001","Tonila","7565","2156","3769","3796"
"14","Jalisco","Jal.","104","Totatiche","0001","Totatiche","4180","1331","2115","2065"
"14","Jalisco","Jal.","105","Tototlán","0001","Tototlán","23573","6480","11562","12011"
"14","Jalisco","Jal.","106","Tuxcacuesco","0001","Tuxcacuesco","5482","1287","2784","2698"
"14","Jalisco","Jal.","107","Tuxcueca","0001","Tuxcueca","6702","1756","3247","3455"
"14","Jalisco","Jal.","108","Tuxpan","0001","Tuxpan","37518","9655","18352","19166"
"14","Jalisco","Jal.","109","Unión de San Antonio","0001","Unión de San Antonio","19069","4942","9323","9746"
"14","Jalisco","Jal.","110","Unión de Tula","0001","Unión de Tula","13799","4126","6684","7115"
"14","Jalisco","Jal.","111","Valle de Guadalupe","0001","Valle de Guadalupe","6627","1859","3269","3358"
"14","Jalisco","Jal.","112","Valle de Juárez","0001","Valle de Juárez","6151","1882","2990","3161"
"14","Jalisco","Jal.","113","San Gabriel","0001","San Gabriel","16548","4211","8197","8351"
"14","Jalisco","Jal.","114","Villa Corona","0001","Villa Corona","19063","5093","9490","9573"
"14","Jalisco","Jal.","115","Villa Guerrero","0001","Villa Guerrero","5525","1659","2762","2763"
"14","Jalisco","Jal.","116","Villa Hidalgo","0001","Villa Hidalgo","20088","5612","9670","10418"
"14","Jalisco","Jal.","117","Cañadas de Obregón","0001","Cañadas de Obregón","4388","1396","2191","2197"
"14","Jalisco","Jal.","118","Yahualica de González Gallo","0001","Yahualica de González Gallo","22394","6937","10713","11681"
"14","Jalisco","Jal.","119","Zacoalco de Torres","0001","Zacoalco de Torres","30472","7791","15362","15110"
"14","Jalisco","Jal.","120","Zapopan","0001","Zapopan","1476491","425409","720592","755899"
"14","Jalisco","Jal.","121","Zapotiltic","0001","Zapotiltic","33713","9062","16627","17086"
"14","Jalisco","Jal.","122","Zapotitlán de Vadillo","0001","Zapotitlán de Vadillo","7466","1963","3774","3692"
"14","Jalisco","Jal.","123","Zapotlán del Rey","0001","Zapotlán del Rey","19279","5168","9499","9780"
"14","Jalisco","Jal.","124","Zapotlanejo","0001","Zapotlanejo","64806","17977","31882","32924"
"14","Jalisco","Jal.","125","San Ignacio Cerro Gordo","0001","San Ignacio Cerro Gordo","18341","4894","8914","9427"
"15","México","Mex.","001","Acambay de Ruíz Castañeda","0001","Villa de Acambay de Ruíz Castañeda","67872","17393","32617","35255"
"15","México","Mex.","002","Acolman","0001","Acolman de Nezahualcóyotl","171507","45406","86228","85279"
"15","México","Mex.","003","Aculco","0001","Aculco de Espinoza","49266","13111","24089","25177"
"15","México","Mex.","004","Almoloya de Alquisiras","0001","Almoloya de Alquisiras","15333","4191","7281","8052"
"15","México","Mex.","005","Almoloya de Juárez","0001","Villa de Almoloya de Juárez","174587","42214","87130","87457"
"15","México","Mex.","006","Almoloya del Río","0001","Almoloya del Río","12694","2925","6150","6544"
"15","México","Mex.","007","Amanalco","0001","Amanalco de Becerra","23675","6081","11534","12141"
"15","México","Mex.","008","Amatepec","0001","Amatepec","25244","6936","12247","12997"
"15","México","Mex.","009","Amecameca","0001","Amecameca de Juárez","53441","13454","25440","28001"
"15","México","Mex.","010","Apaxco","0001","Apaxco de Ocampo","31898","8169","15633","16265"
"15","México","Mex.","011","Atenco","0001","San Salvador Atenco","75489","18736","37052","38437"
"15","México","Mex.","012","Atizapán","0001","Santa Cruz Atizapán","12984","2856","6287","6697"
"15","México","Mex.","013","Atizapán de Zaragoza","0001","Ciudad López Mateos","523674","150388","253429","270245"
"15","México","Mex.","014","Atlacomulco","0001","Atlacomulco de Fabela","109384","27885","52218","57166"
"15","México","Mex.","015","Atlautla","0001","Atlautla de Victoria","31900","7510","15585","16315"
"15","México","Mex.","016","Axapusco","0001","Axapusco","29128","7757","14287","14841"
"15","México","Mex.","017","Ayapango","0001","Ayapango de Gabriel Ramos M.","10053","2593","4810","5243"
"15","México","Mex.","018","Calimaya","0001","Calimaya de Díaz González","68489","17285","33388","35101"
"15","México","Mex.","019","Capulhuac","0001","Capulhuac de Mirafuentes","36921","8348","17778","19143"
"15","México","Mex.","020","Coacalco de Berriozábal","0001","San Francisco Coacalco","293444","89726","141107","152337"
"15","México","Mex.","021","Coatepec Harinas","0001","Coatepec Harinas","38643","9286","18560","20083"
"15","México","Mex.","022","Cocotitlán","0001","Cocotitlán","15107","3887","7350","7757"
"15","México","Mex.","023","Coyotepec","0001","Coyotepec","40885","9867","19992","20893"
"15","México","Mex.","024","Cuautitlán","0001","Cuautitlán","178847","52220","87666","91181"
"15","México","Mex.","025","Chalco","0001","Chalco de Díaz Covarrubias","400057","104464","193129","206928"
"15","México","Mex.","026","Chapa de Mota","0001","Chapa de Mota","31737","7853","15524","16213"
"15","México","Mex.","027","Chapultepec","0001","Chapultepec","12772","3374","6165","6607"
"15","México","Mex.","028","Chiautla","0001","Chiautla","30045","7779","14668","15377"
"15","México","Mex.","029","Chicoloapan","0001","Chicoloapan de Juárez","200750","54674","97195","103555"
"15","México","Mex.","030","Chiconcuac","0001","Chiconcuac de Juárez","27692","6128","13548","14144"
"15","México","Mex.","031","Chimalhuacán","0001","Chimalhuacán","705193","180791","344571","360622"
"15","México","Mex.","032","Donato Guerra","0001","Villa Donato Guerra","37436","8470","18391","19045"
"15","México","Mex.","033","Ecatepec de Morelos","0001","Ecatepec de Morelos","1645352","448688","798549","846803"
"15","México","Mex.","034","Ecatzingo","0001","Ecatzingo de Hidalgo","10827","2712","5321","5506"
"15","México","Mex.","035","Huehuetoca","0001","Huehuetoca","163244","46674","80016","83228"
"15","México","Mex.","036","Hueypoxtla","0001","Hueypoxtla","46757","11577","23108","23649"
"15","México","Mex.","037","Huixquilucan","0001","Huixquilucan de Degollado","284965","82051","136466","148499"
"15","México","Mex.","038","Isidro Fabela","0001","Tlazala de Fabela","11929","3017","5817","6112"
"15","México","Mex.","039","Ixtapaluca","0001","Ixtapaluca","542211","146994","263083","279128"
"15","México","Mex.","040","Ixtapan de la Sal","0001","Ixtapan de la Sal","36911","9856","17676","19235"
"15","México","Mex.","041","Ixtapan del Oro","0001","Ixtapan del Oro","6475","1680","3215","3260"
"15","México","Mex.","042","Ixtlahuaca","0001","Ixtlahuaca de Rayón","160139","38312","76775","83364"
"15","México","Mex.","043","Xalatlaco","0001","Xalatlaco","30687","7103","14952","15735"
"15","México","Mex.","044","Jaltenco","0001","Jaltenco","28217","7639","13645","14572"
"15","México","Mex.","045","Jilotepec","0001","Jilotepec de Molina Enríquez","87671","22966","42810","44861"
"15","México","Mex.","046","Jilotzingo","0001","Santa Ana Jilotzingo","19877","5046","9719","10158"
"15","México","Mex.","047","Jiquipilco","0001","Jiquipilco","76826","19034","36464","40362"
"15","México","Mex.","048","Jocotitlán","0001","Ciudad de Jocotitlán","69264","17752","33245","36019"
"15","México","Mex.","049","Joquicingo","0001","Joquicingo de León Guzmán","15428","3593","7543","7885"
"15","México","Mex.","050","Juchitepec","0001","Juchitepec de Mariano Rivapalacio","27116","6888","13143","13973"
"15","México","Mex.","051","Lerma","0001","Lerma de Villada","170327","42550","83968","86359"
"15","México","Mex.","052","Malinalco","0001","Malinalco","28155","7417","13833","14322"
"15","México","Mex.","053","Melchor Ocampo","0001","Melchor Ocampo","61220","15279","29907","31313"
"15","México","Mex.","054","Metepec","0001","Metepec","242307","68154","115997","126310"
"15","México","Mex.","055","Mexicaltzingo","0001","San Mateo Mexicaltzingo","13807","3305","6753","7054"
"15","México","Mex.","056","Morelos","0001","San Bartolo Morelos","33164","8174","15970","17194"
"15","México","Mex.","057","Naucalpan de Juárez","0001","Naucalpan de Juárez","834434","240246","402495","431939"
"15","México","Mex.","058","Nezahualcóyotl","0001","Ciudad Nezahualcóyotl","1077208","298004","519922","557286"
"15","México","Mex.","059","Nextlalpan","0001","Santa Ana Nextlalpan","57082","15855","27988","29094"
"15","México","Mex.","060","Nicolás Romero","0001","Ciudad Nicolás Romero","430601","114782","209774","220827"
"15","México","Mex.","061","Nopaltepec","0001","Nopaltepec","10351","2888","5090","5261"
"15","México","Mex.","062","Ocoyoacac","0001","Ocoyoacac","72103","17339","35221","36882"
"15","México","Mex.","063","Ocuilan","0001","Ocuilan de Arteaga","36223","8791","17645","18578"
"15","México","Mex.","064","El Oro","0001","El Oro de Hidalgo","36937","9219","17918","19019"
"15","México","Mex.","065","Otumba","0001","Otumba de Gómez Farías","36331","9312","18197","18134"
"15","México","Mex.","066","Otzoloapan","0001","Otzoloapan","4891","1272","2397","2494"
"15","México","Mex.","067","Otzolotepec","0001","Villa Cuauhtémoc","88783","20537","43447","45336"
"15","México","Mex.","068","Ozumba","0001","Ozumba de Alzate","30785","7270","14752","16033"
"15","México","Mex.","069","Papalotla","0001","Papalotla","4862","1234","2338","2524"
"15","México","Mex.","070","La Paz","0001","Los Reyes Acaquilpan","304088","78198","148202","155886"
"15","México","Mex.","071","Polotitlán","0001","Polotitlán de la Ilustración","14985","4020","7329","7656"
"15","México","Mex.","072","Rayón","0001","Santa María Rayón","15972","3773","7749","8223"
"15","México","Mex.","073","San Antonio la Isla","0001","San Antonio la Isla","31962","8524","15421","16541"
"15","México","Mex.","074","San Felipe del Progreso","0001","San Felipe del Progreso","144924","32830","69328","75596"
"15","México","Mex.","075","San Martín de las Pirámides","0001","San Martín de las Pirámides","29182","7703","14268","14914"
"15","México","Mex.","076","San Mateo Atenco","0001","San Mateo Atenco","97418","23063","47481","49937"
"15","México","Mex.","077","San Simón de Guerrero","0001","San Simón de Guerrero","6692","1719","3253","3439"
"15","México","Mex.","078","Santo Tomás","0001","Santo Tomás de los Plátanos","9729","2631","4836","4893"
"15","México","Mex.","079","Soyaniquilpan de Juárez","0001","San Francisco Soyaniquilpan","14323","3964","7103","7220"
"15","México","Mex.","080","Sultepec","0001","Sultepec de Pedro Ascencio de Alquisiras","24145","6187","11438","12707"
"15","México","Mex.","081","Tecámac","0001","Tecámac de Felipe Villanueva","547503","164401","265520","281983"
"15","México","Mex.","082","Tejupilco","0001","Tejupilco de Hidalgo","79282","19860","38008","41274"
"15","México","Mex.","083","Temamatla","0001","Temamatla","14130","3731","6928","7202"
"15","México","Mex.","084","Temascalapa","0001","Temascalapa","43593","11583","21374","22219"
"15","México","Mex.","085","Temascalcingo","0001","Temascalcingo de José María Velasco","66414","17314","31897","34517"
"15","México","Mex.","086","Temascaltepec","0001","Temascaltepec de González","35014","8633","17189","17825"
"15","México","Mex.","087","Temoaya","0001","Temoaya","105766","24081","51532","54234"
"15","México","Mex.","088","Tenancingo","0001","Tenancingo de Degollado","104677","25577","51227","53450"
"15","México","Mex.","089","Tenango del Aire","0001","Tenango del Aire","11359","2877","5552","5807"
"15","México","Mex.","090","Tenango del Valle","0001","Tenango de Arista","90518","21106","44490","46028"
"15","México","Mex.","091","Teoloyucan","0001","Teoloyucan","65459","16143","31939","33520"
"15","México","Mex.","092","Teotihuacán","0001","Teotihuacán de Arista","58507","15800","28195","30312"
"15","México","Mex.","093","Tepetlaoxtoc","0001","Tepetlaoxtoc de Hidalgo","32564","8425","15906","16658"
"15","México","Mex.","094","Tepetlixpa","0001","Tepetlixpa","20500","5120","9946","10554"
"15","México","Mex.","095","Tepotzotlán","0001","Tepotzotlán","103696","27121","50708","52988"
"15","México","Mex.","096","Tequixquiac","0001","Tequixquiac","39489","10664","19329","20160"
"15","México","Mex.","097","Texcaltitlán","0001","Texcaltitlán","18482","4588","8945","9537"
"15","México","Mex.","098","Texcalyacac","0001","San Mateo Texcalyacac","5736","1450","2821","2915"
"15","México","Mex.","099","Texcoco","0001","Texcoco de Mora","277562","72119","134940","142622"
"15","México","Mex.","100","Tezoyuca","0001","Tezoyuca","47044","12205","23237","23807"
"15","México","Mex.","101","Tianguistenco","0001","Santiago Tianguistenco de Galeana","84259","20106","40847","43412"
"15","México","Mex.","102","Timilpan","0001","San Andrés Timilpan","16414","4487","7861","8553"
"15","México","Mex.","103","Tlalmanalco","0001","Tlalmanalco de Velázquez","49196","12823","23574","25622"
"15","México","Mex.","104","Tlalnepantla de Baz","0001","Tlalnepantla","672202","199839","327017","345185"
"15","México","Mex.","105","Tlatlaya","0001","Tlatlaya","31762","8562","15626","16136"
"15","México","Mex.","106","Toluca","0001","Toluca de Lerdo","910608","239805","439173","471435"
"15","México","Mex.","107","Tonatico","0001","Tonatico","12912","3604","6235","6677"
"15","México","Mex.","108","Tultepec","0001","Tultepec","157645","42777","77132","80513"
"15","México","Mex.","109","Tultitlán","0001","Tultitlán de Mariano Escobedo","516341","145961","251638","264703"
"15","México","Mex.","110","Valle de Bravo","0001","Valle de Bravo","61590","16137","30076","31514"
"15","México","Mex.","111","Villa de Allende","0001","San José Villa de Allende","53275","12510","25894","27381"
"15","México","Mex.","112","Villa del Carbón","0001","Villa del Carbón","51498","12928","25567","25931"
"15","México","Mex.","113","Villa Guerrero","0001","Villa Guerrero","69086","17535","33859","35227"
"15","México","Mex.","114","Villa Victoria","0001","Villa Victoria","108196","24245","53139","55057"
"15","México","Mex.","115","Xonacatlán","0001","Xonacatlán","54633","13118","26758","27875"
"15","México","Mex.","116","Zacazonapan","0001","Zacazonapan","5109","1380","2576","2533"
"15","México","Mex.","117","Zacualpan","0001","Zacualpan","13522","3565","6456","7066"
"15","México","Mex.","118","Zinacantepec","0001","San Miguel Zinacantepec","203872","48816","99506","104366"
"15","México","Mex.","119","Zumpahuacán","0001","Zumpahuacán","18833","4556","9088","9745"
"15","México","Mex.","120","Zumpango","0001","Zumpango de Ocampo","280455","78027","136971","143484"
"15","México","Mex.","121","Cuautitlán Izcalli","0001","Cuautitlán Izcalli","555163","160854","268956","286207"
"15","México","Mex.","122","Valle de Chalco Solidaridad","0001","Xico","391731","104445","190674","201057"
"15","México","Mex.","123","Luvianos","0001","Villa Luvianos","28822","7303","14087","14735"
"15","México","Mex.","124","San José del Rincón","0001","San José del Rincón Centro","100082","21815","49033","51049"
"15","México","Mex.","125","Tonanitla","0001","Santa María Tonanitla","14883","3958","7253","7630"
"16","Michoacán de Ocampo","Mich.","001","Acuitzio","0001","Acuitzio del Canje","11301","2927","5493","5808"
"16","Michoacán de Ocampo","Mich.","002","Aguililla","0001","Aguililla","14754","4315","7335","7419"
"16","Michoacán de Ocampo","Mich.","003","Álvaro Obregón","0001","Álvaro Obregón","23000","5817","11224","11776"
"16","Michoacán de Ocampo","Mich.","004","Angamacutiro","0001","Angamacutiro de la Unión","14943","4157","7195","7748"
"16","Michoacán de Ocampo","Mich.","005","Angangueo","0001","Mineral de Angangueo","10892","2652","5274","5618"
"16","Michoacán de Ocampo","Mich.","006","Apatzingán","0001","Apatzingán de la Constitución","126191","34328","62153","64038"
"16","Michoacán de Ocampo","Mich.","007","Aporo","0001","Aporo","3529","886","1667","1862"
"16","Michoacán de Ocampo","Mich.","008","Aquila","0001","Aquila","24676","5802","12429","12247"
"16","Michoacán de Ocampo","Mich.","009","Ario","0001","Ario de Rosales","36268","9355","17832","18436"
"16","Michoacán de Ocampo","Mich.","010","Arteaga","0001","Arteaga","20332","5757","10058","10274"
"16","Michoacán de Ocampo","Mich.","011","Briseñas","0001","Briseñas de Matamoros","11681","3134","5670","6011"
"16","Michoacán de Ocampo","Mich.","012","Buenavista","0001","Buenavista Tomatlán","45538","12698","23007","22531"
"16","Michoacán de Ocampo","Mich.","013","Carácuaro","0001","Carácuaro de Morelos","9176","2528","4611","4565"
"16","Michoacán de Ocampo","Mich.","014","Coahuayana","0001","Coahuayana de Hidalgo","17022","4716","8724","8298"
"16","Michoacán de Ocampo","Mich.","015","Coalcomán de Vázquez Pallares","0001","Coalcomán de Vázquez Pallares","19633","5313","9790","9843"
"16","Michoacán de Ocampo","Mich.","016","Coeneo","0001","Coeneo de la Libertad","20965","5916","9923","11042"
"16","Michoacán de Ocampo","Mich.","017","Contepec","0001","Contepec","35070","9146","16944","18126"
"16","Michoacán de Ocampo","Mich.","018","Copándaro","0001","Copándaro de Galeana","9484","2408","4593","4891"
"16","Michoacán de Ocampo","Mich.","019","Cotija","0001","Cotija de la Paz","20198","5923","9780","10418"
"16","Michoacán de Ocampo","Mich.","020","Cuitzeo","0001","Cuitzeo del Porvenir","29910","7363","14304","15606"
"16","Michoacán de Ocampo","Mich.","021","Charapan","0001","Charapan","13539","3595","6436","7103"
"16","Michoacán de Ocampo","Mich.","022","Charo","0001","Charo","25138","5626","13622","11516"
"16","Michoacán de Ocampo","Mich.","023","Chavinda","0001","Chavinda","10417","3034","5068","5349"
"16","Michoacán de Ocampo","Mich.","024","Cherán","0001","Cherán","20586","4822","9953","10633"
"16","Michoacán de Ocampo","Mich.","025","Chilchota","0001","Chilchota","40560","9521","19663","20897"
"16","Michoacán de Ocampo","Mich.","026","Chinicuila","0001","Villa Victoria","4773","1323","2484","2289"
"16","Michoacán de Ocampo","Mich.","027","Chucándiro","0001","Chucándiro","4944","1463","2387","2557"
"16","Michoacán de Ocampo","Mich.","028","Churintzio","0001","Churintzio","5233","1686","2527","2706"
"16","Michoacán de Ocampo","Mich.","029","Churumuco","0001","Churumuco de Morelos","12342","3161","6014","6328"
"16","Michoacán de Ocampo","Mich.","030","Ecuandureo","0001","Ecuandureo","11850","3659","5551","6299"
"16","Michoacán de Ocampo","Mich.","031","Epitacio Huerta","0001","Epitacio Huerta","16112","4611","7769","8343"
"16","Michoacán de Ocampo","Mich.","032","Erongarícuaro","0001","Erongarícuaro","15715","3947","7630","8085"
"16","Michoacán de Ocampo","Mich.","033","Gabriel Zamora","0001","Lombardía","21466","6181","10591","10875"
"16","Michoacán de Ocampo","Mich.","034","Hidalgo","0001","Ciudad Hidalgo","125712","31187","60614","65098"
"16","Michoacán de Ocampo","Mich.","035","La Huacana","0001","La Huacana","30627","8402","15173","15454"
"16","Michoacán de Ocampo","Mich.","036","Huandacareo","0001","Huandacareo","11644","3417","5574","6070"
"16","Michoacán de Ocampo","Mich.","037","Huaniqueo","0001","Huaniqueo de Morales","7945","2512","3738","4207"
"16","Michoacán de Ocampo","Mich.","038","Huetamo","0001","Huetamo de Núñez","41973","12192","20664","21309"
"16","Michoacán de Ocampo","Mich.","039","Huiramba","0001","Huiramba","9015","2237","4344","4671"
"16","Michoacán de Ocampo","Mich.","040","Indaparapeo","0001","Indaparapeo","18385","4651","8998","9387"
"16","Michoacán de Ocampo","Mich.","041","Irimbo","0001","Irimbo","16043","4159","7671","8372"
"16","Michoacán de Ocampo","Mich.","042","Ixtlán","0001","Ixtlán de los Hervores","14302","3951","7017","7285"
"16","Michoacán de Ocampo","Mich.","043","Jacona","0001","Jacona de Plancarte","68781","17960","33339","35442"
"16","Michoacán de Ocampo","Mich.","044","Jiménez","0001","Villa Jiménez","12946","3945","6281","6665"
"16","Michoacán de Ocampo","Mich.","045","Jiquilpan","0001","Jiquilpan de Juárez","36158","10581","17236","18922"
